REGIÓN,NOMBRE LOCAL,INSTALACIÓN DEPORTIVA,TIPO INSTALACIÓN DEPORTIVA,TIPO DE AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TÉCNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO, EDIFICACIÓN INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE ,ESTADO SITUACIONAL ESPACIOS DEPORTIVOS,ESTADO SITUACIONAL ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,DIRECCIÓN,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCIÓN,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNÓSTICO,AÑO,PROY.,CODIGO ÚNICO IDEA,SNIP
JUNÍN,TERRENO JANJAILLO - JANJAILLO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-75,605192","-11,769638",,,,,,,,,,,,CERCO PERIMÉTRICO DE ADOBE. EJECUTADO POR LA COMUNIDAD. NO TIENE CONVENIO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO  JANJAILLO - JANJAILLO,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,JUNIN,JAUJA,JANJAILLO,120411,CALLE S/N,22400,PARTIDA ELECTRÓNICA,11098336,SI,NO TIENE,UCR,CALLE S/N,TERRENO  JANJAILLO - JANJAILLO,TERRENO,22400,IPD-JUNIN-ESTADO,IPD,11098336,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO,MNTO,CALLE S/N,TERRENO  JANJAILLO - JANJAILLO,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
JUNÍN,ESTADIO MARISCAL CASTILLA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, ATLETISMO",SI,,"-75,22421014","-12,04846702",NO,SI,SI,SI,SI,SI,SI,SIN CERTIFICACION ITSE,INADECUADO,PISTA ATLETICA DE TIERRA,NUEVO CERCO PERIMETRICO,PISTA DE ATLETISMO DE TIERRA. SE REQUIERE CAMBIO DE SISTEMA DE AGUA Y DESAGUE Y SISTEMA ELÉCTRICO PARA TODO EL ESTADIO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CASTILLA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,JUNIN,HUANCAYO,EL TAMBO,120114,AV. MARISCAL CASTILLA S/N,"51345,94",PARTIDA ELECTRÓNICA,11023294,SI,NO TIENE,UCR,AV. MARISCAL CASTILLA S/N,ESTADIO MARISCAL CASTILLA,ESTADIO,"51345,94",ESTADO-IPD,IPD,11023294,SI,CONVENIO N° 019-2018,CONVENIO ADM POR IPD,GORE JUNÍN,NO VIGENTE,INFRAESTRUCTURA,"● CAMPO DE FUTBOL                                      
● LOSA MULTIUSO",REGULAR,,SIN ITSE,NO,MNTO,AV. MARISCAL CASTILLA S/N,ESTADIO MARISCAL CASTILLA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
JUNÍN,ESTADIO MARISCAL CASTILLA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR DE FULBITO, CAMPO MENOR DE BASQUETBOL, CAMPO MENOR DE VOLEIBOL
(EXPLANADA DE ESTADIO)","FULBITO , VOLEIBOL, BASQUETBOL",SI,,,,NO,SI,SI,SI,SI,SI,SI,OBSERVACIONES DE DEFENSA CIVIL,INADECUADO,MANTENIMIENTO DE  LOZAS,CAMBIAR APARATOS SANITARIOS,INSTALACIONES ELECTRICAS PARA ILUMINACION A CAMPOS ALTERNOS,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CASTILLA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,JUNIN,HUANCAYO,EL TAMBO,120114,AV. MARISCAL CASTILLA S/N,"51345,94",PARTIDA ELECTRÓNICA,11023294,SI,NO TIENE,UCR,AV. MARISCAL CASTILLA S/N,ESTADIO MARISCAL CASTILLA,ESTADIO,"51345,94",ESTADO-IPD,IPD,11023294,SI,CONVENIO N° 019-2018,CONVENIO ADM POR IPD,GORE JUNÍN,NO VIGENTE,INFRAESTRUCTURA,"● CAMPO DE FUTBOL                                      
● LOSA MULTIUSO",REGULAR,,SIN ITSE,NO,MNTO,AV. MARISCAL CASTILLA S/N,ESTADIO MARISCAL CASTILLA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
JUNÍN,ESTADIO DE SATIPO,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, ATLETISMO",SI,,"-74,63406138","-11,24295591",SI,SI,SI,SI,SI,SI,SI,"SIN CERTIFICACION ITSE, NO TIENE TRIBUNAS, SERVICIOS BASICOS",INADECUADO,CAMPO DE FUTBOL EN MAL ESTADO,"NO TIENE TRIBUNAS, SIN ENERGIA ELECTRICA",PISTA DE ATLETISMO DE TIERRA. POSIBLE INVASIÓN DE PREDIO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO DE SATIPO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,JUNIN,SATIPO,SATIPO,120601,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM. 1.5",49397,PARTIDA ELECTRÓNICA,11021610,SI,NO TIENE,UCR,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM. 1.5",ESTADIO DE SATIPO,ESTADIO,49397,IPD,IPD,11021610,SI,CONVENIO N° 044-2012,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE SATIPO,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL,MALO,,SIN ITSE,NO,MNTO,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM 1.5",ESTADIO DE SATIPO,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
JUNÍN,ESTADIO DE SATIPO,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,CAMPO DEPORTIVO DE FÚTBOL,FÚTBOL,SI,,"-75,9156449","-11,52731871",SI,SI,SI,SI,SI,SI,SI,"SIN CERTIFICACION ITSE,",INADECUADO,CAMPO DE FUTBOL EN MAL ESTADO,CONSTRUCCION DE CERCO,ADMINISTRADO POR  LA MUNICIPALIDAD PROVINCIAL DE YAULI A RAZON DE UN CONVENIO CADUCADO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO DE SATIPO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,JUNIN,SATIPO,SATIPO,120601,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM. 1.5",49397,PARTIDA ELECTRÓNICA,11021610,SI,NO TIENE,UCR,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM. 1.5",ESTADIO DE SATIPO,ESTADIO,49397,IPD,IPD,11021610,SI,CONVENIO N° 044-2012,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE SATIPO,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL,MALO,,SIN ITSE,NO,MNTO,"AV. ANTONIO RAYMONDI PARTE DEL FUNDO SAN ISIDRO, CARRETERA MARGINAL KM 1.5",ESTADIO DE SATIPO,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
LA LIBERTAD,ESTADIO MANUEL MARROQUÍN BECERRA-PUEBLO NUEVO-PACASMAYO,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, ATLETISMO",SI,NO,"-79,51777542","-7,189439868",NO,SI,SI,NO,NO,NO,NO,,INADECUADO,"REQUIERE CONSTRUCCIÓN DE TRIBUNAS, CAMERINOS Y SERVICIOS HIGIÉNICOS",MEJORAR AMBIENTES DE ALMACENAMIENTO Y OTROS,PISTA DE ATLETISMO DE TIERRA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MANUEL MARROQUÍN BECERRA-PUEBLO NUEVO-PACASMAYO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,L A LIBERTAD,CHEPEN,PUEBLO NUEVO,100609,PUEBLO NUEVO CALLE STA. ROSA S/N,"18110,79",PARTIDA ELECTRÓNICA,11003278,SI,NO TIENE,UCR,PUEBLO NUEVO CALLE STA. ROSA S/N,ESTADIO MANUEL MARROQUÍN BECERRA-PUEBLO NUEVO-PACASMAYO,ESTADIO,"18110,79",ESTADO-IPD,IPD,11003278,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CANCHITA DE FUTBOL                                  
● PISTA ATLETICA",REGULAR,,SIN ITSE,NO,MNTO,PUEBLO NUEVO CALLE STA. ROSA S/N,ESTADIO MANUEL MARROQUÍN BECERRA-PUEBLO NUEVO-PACASMAYO,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,18110.79,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,"SI, PROYECTO DE POLIDEPORTIVO DE 02 MÓDULOS",357111,
LA LIBERTAD,COLISEO CERRADO GUADALUPE,INSTALACIÓN DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"FULBITO,VOLEIBOL, BALONMANO, BASQUETBOL, AJEDREZ",SI,NO,"-79,47093247","-7,248041183",NO,SI,SI,NO,SI,NO,NO,,INADECUADO,REQUIERE HABILITAR TECHO PARA LLUVIAS,MEJORAR AMBIENTES DE ALMACENAMIENTO Y OTROS,- - - - - - - - -,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO GUADALUPE,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,LA LIBERTAD,PACASMAYO,GUADALUPE,130702,"AV. PROGRESO Y LA ESPERANZA, URB. LA CALERA,","2565,1",PARTIDA ELECTRÓNICA,P14123363,SI,NO TIENE,UCR,"URB. LA CALERA, AV. PROGRESO Y LA ESPERANZA",COLISEO CERRADO GUADALUPE,COLISEO,"2565,1",ESTADO-IPD,IPD,P14123363,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CANCHA DE DEPORTE MULTIPLE,REGULAR,,SIN ITSE,NO,MNTO,"URB. LA CALERA, AV. PROGRESO Y LA ESPERANZA",COLISEO CERRADO GUADALUPE,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,2565.1,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
LA LIBERTAD,COLISEO CERRADO GRAN CHIMU,INSTALACIÓN DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"VOLEIBOL,BASQUETBOL, BALONMANO, DEPORTES ADAPTADOS, TENIS DE MESA, AJEDREZ",SI,NO,"-79,03141127","-8,104904171",NO,SI,SI,NO,NO,NO,SI,SE REQUIERE REHABILITAR EL TECHO PARA  NO TENER OBSERVACIONES DEL ITSE POR PELIGRO INMINENTE,INADECUADO,"REQUIERE REALIZAR MANTENIMIENTO DEL TECHO, CON LA FINALIDAD DE NO PONER EN RIESGO A LOS USUARIOS",MEJORAR AMBIENTES DE ALMACENAMIENTO Y OTROS,COLISEO CERRADO GRAN CHIMÚ REQUIERE REALIZAR EL CAMBIO DEL TECHO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO GRAN CHIMU,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,14353,PARTIDA ELECTRÓNICA,11070928,SI,NO TIENE,UCR,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,COLISEO CERRADO GRAN CHIMU,COLISEO,14353,IPD,IPD,11070928,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● LOSA DEPORTIVA,REGULAR,,SIN ITSE,SI,MNTO,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,COLISEO CERRADO GRAN CHIMU,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,14353,??,,,,"BASQUET, VOLEY, FUTSAL","OPERATIVO, EN USO",FALTA MTTO. ESTRUCTURA METÁLICA DE COBERTURA.,"REALIZAR EL SERVICIO DE
INSTALACION DE PROTECTORES DE ACERO GALVANIZADO EN COLISEO",SI HAY DIAGNÓSTICO,2025,NO HAY PROYECTO,,
LA LIBERTAD,COLISEO CERRADO GRAN CHIMU,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRÁCTICA DEPORTIVA DE PING PONG, AJEDREZ, GIMNASIO, GIMNASIA ARTÍSTICA 
(SALAS FEDERATIVAS)","PING PONG, AJEDREZ, MUSCULACIÓN,  GIMNASIA ARTÍSTICA",SI,NO,"-79,03141127","-8,104904171",NO,SI,SI,NO,NO,NO,NO,,INADECUADO,- - - - - - - - -,- - - - - - - - -,"EXTERIORES DEL COLISEO CERRADO. REQUIERE REALIZAR LA CONSTRUCCIÓN DFE UN CERCO Y/O IMPLEMENTACIÓN DE AMBIENTES.
INFRAESTRUCTURA EXTERIOR DEL COLISEO CERRADO. REQUIERE REPOSICIÓN DE EQUIPAMIENTO DEPORTIVO",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO GRAN CHIMU,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,14353,PARTIDA ELECTRÓNICA,11070928,SI,NO TIENE,UCR,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,COLISEO CERRADO GRAN CHIMU,COLISEO,14353,IPD,IPD,11070928,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● LOSA DEPORTIVA,REGULAR,,SIN ITSE,SI,MNTO,AV. MANUEL VERA ENRÍQUEZ CDRA. 3,COLISEO CERRADO GRAN CHIMU,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,14353,??,,,,"BASQUET, VOLEY, FUTSAL","OPERATIVO, EN USO",FALTA MTTO. ESTRUCTURA METÁLICA DE COBERTURA.,"REALIZAR EL SERVICIO DE
INSTALACION DE PROTECTORES DE ACERO GALVANIZADO EN COLISEO",SI HAY DIAGNÓSTICO,2025,NO HAY PROYECTO,,
LA LIBERTAD,ESTADIO MANSICHE,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, RUGBY, ATLETISMO",SI,NO,"-79,03078633","-8,106147733",NO,SI,SI,NO,NO,NO,SI,SE REQUIERE REHABILITAR EL TECHO DE ZONA OCCIDENTE,INADECUADO,SE REQUIERE REHABILITAR EL TECHO DE ZONA OCCIDENTE Y REHABILITAR LA PISTA ATLETICA,"REQUIERE REMODELAR SS.HH., CERCO Y OTROS","SE REQUIERE MANTENIMIENTO DE LA PISTA ATLÉTICA, MARCADOR ELECTRÓNICO Y EQUIPOS VARIOS",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MANSICHE,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",28727,PARTIDA ELECTRÓNICA,11070926,SI,NO TIENE,UCR,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",ESTADIO MANSICHE,ESTADIO,28727,IPD,IPD,11070926,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FUTBOL                                          
● PISTA ATLETICA",BUENO,2027-10-04,ITSE VIGENTE,SI,MNTO,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",ESTADIO MANSICHE,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,28727,CON ITSE,2027-04-10,,,FÚTBOL,"OPERATIVO, EN USO","FALTA INSTALACIÓN DE LUCES DE EMERGENCIA,
PROTECTORES DE ACERO, ALARMAS CONTRA INCENDIO Y CINTAS
FLUORECENTES Y/O ANTIDESLIZANTES. FALTA MTTO. A LAS 04 TORRES.",,SI HAY DIAGNÓSTICO,2025,NO HAY PROYECTO,,
LA LIBERTAD,ESTADIO MANSICHE,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRÁCTICA DEPORTIVA DE BOXEO, KUNG FU, KARATE, LEVANTAMIENTO DE PESAS, FÚTBOL LIBRE, DEPORTE DE ADAPTADOS
(SALAS FEDERATIVAS)","BOXEO, KUNG FU, KARATE, LEVANTAMIENTO DE PESAS, FÚTBOL LIBRE, DEPORTE DE ADAPTADOS",SI,NO,"-79,03078633","-8,106147733",NO,SI,SI,NO,NO,NO,NO,,INADECUADO,MEJORAR AMBIENTES DE ALMACENAMIENTO,"REQUIERE REMODELAR SS.HH., CERCO Y OTROS",- - - - - - - - -,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MANSICHE,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",28727,PARTIDA ELECTRÓNICA,11070926,SI,NO TIENE,UCR,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",ESTADIO MANSICHE,ESTADIO,28727,IPD,IPD,11070926,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO DE FUTBOL                                          
● PISTA ATLETICA",BUENO,2027-10-04,ITSE VIGENTE,SI,MNTO,"AV. ESPAÑA, MANSICHE, JERONIMO, CALLE ZEPITA S/N",ESTADIO MANSICHE,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,28727,CON ITSE,2027-04-10,,,FÚTBOL,"OPERATIVO, EN USO","FALTA INSTALACIÓN DE LUCES DE EMERGENCIA,
PROTECTORES DE ACERO, ALARMAS CONTRA INCENDIO Y CINTAS
FLUORECENTES Y/O ANTIDESLIZANTES. FALTA MTTO. A LAS 04 TORRES.",,SI HAY DIAGNÓSTICO,2025,NO HAY PROYECTO,,
LA LIBERTAD,ESTADIO UNIÓN,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,CAMPO DEPORTIVO DE FÚTBOL,FÚTBOL,SI,NO,"-79,01521411","-8,106153697",SI,SI,SI,SI,NO,SI,NO,,INADECUADO,REQUIERE CONSTRUCCIÓN DE AMBIENTES DE MATERIAL NOBLE,REQUIERE CONSTRUCCIÓN DE AMBIENTES DE MATERIAL NOBLE,PREDIO NO SANEADO.,NO ESPECIFICADO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO UNIÓN,PREDIO CERCADO,AREA DEPORTIVA,ESTADIO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,JR. PUNO S/N,12000,PARTIDA ELECTRÓNICA,NO ESPECIFICADO,NO,NO ESPECIFICADO,UCR,JR. PUNO S/N,ESTADIO UNIÓN,ESTADIO,12000,,IPD,-,NO,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL,MALO,,SIN ITSE,NO,MNTO,JR. PUNO S/N,ESTADIO UNIÓN,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,12000,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
LA LIBERTAD,ESTADIO UNIÓN,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALA DE PRÁCTICA DEPORTIVA DE BOX (SALA FEDERATIVA)

CAMPO MENOR DE FÚTBOL  (EXPLANADA)","BOX

FÚTBOL, RUGBY, BEISBOL",SI,NO,"-79,01521411","-8,106153697",SI,SI,SI,SI,NO,SI,NO,,INADECUADO,REQUIERE CONSTRUCCIÓN DE AMBIENTES DE MATERIAL NOBLE,REQUIERE CONSTRUCCIÓN DE AMBIENTES DE MATERIAL NOBLE,"PREDIO NO SANEADO. TECHO EN MALAS CONDICIONES

PREDIO NO ESTÁ SEÑALIZADO NI CUMPLE CON LAS MEDIDAS REGLAMENTARIAS.",NO ESPECIFICADO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO UNIÓN,PREDIO CERCADO,AREA DEPORTIVA,ESTADIO,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,JR. PUNO S/N,12000,PARTIDA ELECTRÓNICA,NO ESPECIFICADO,NO,NO ESPECIFICADO,UCR,JR. PUNO S/N,ESTADIO UNIÓN,ESTADIO,12000,,IPD,-,NO,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL,MALO,,SIN ITSE,NO,MNTO,JR. PUNO S/N,ESTADIO UNIÓN,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,12000,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
LAMBAYEQUE,COLISEO CERRADO CHICLAYO,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COLISEO,COLISEO,"CAMPO MENOR MULTIDEPORTIVOS (02), SALA DE GIMNASIA (1)","VOLEIBOL, BASQUETBOL, GIMNASIA",SI,,"-79,83737642","-6,76535036",NO,SI,NO,SI,SI,SI,SI,"SI, DOCUMENTO EMITIDO POR DEFENSA CIVIL DE LA MUNICIPALIDAD PROVINCIAL DE CHICLAYO",INADECUADO,"EL CAMPO PRINCIPAL, ESTA PARA MANTENIMIENTO DE  PISO,NO CUENTA CON TERAFLEX, LAS LUMINARIAS SON ANTIGUAS Y DEFICIENTES. EL CAMPO ANEXO , SUS LUMINARIAS TAMBIEN SON DEFIENTES Y SON ANTIGUAS, CON UN TERAFLEZ QUE ESTA DESGASTADO, LA SALA DE GIMNASIA  ESTA EN ESTADO REGULAR.","EN CUANTO A BAÑOS, NO ESTA EN BUNAS CONDCIONES , CONLLEVANDO A DEMASIADAS FUGAS  AGUA, NECESITAN UN CAMBIO TOTAL. EL CERCO (MALLA) DEL CAMPO PRINCIPAL DEL COLISEO , ESTA PARA MANTENIMIENTO","REQUIERE MANTENIMIENTO. PINTADO DE PORTONES EXTERIORES.PARTE DEL PREDIO, CAMBIO DE TECHO EN SU TOTALIDAD, Y CAMBIOS DE INSTALACIONES ELECTRICAS  Y DE AGUA Y DESAGUE",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,COLISEO CERRADO CHICLAYO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,COLISEO,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,CALLE JUAN FANNING S/N,"10543,83",PARTIDA ELECTRÓNICA,11038843,SI,NO TIENE,UCR,CALLE JUAN FANNING S/N,COLISEO CERRADO CHICLAYO,COLISEO,"10543,83",IPD,IPD,11038843,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,"● CAMPO PRINCIPAL                                                   ● SALA DE GIMNASIA                                          
● CAMPO ANEXO",REGULAR,,SIN ITSE,SI,MNTO,CALLE JUAN FANNING S/N,COLISEO CERRADO CHICLAYO,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,"VOLEIBOL, BASQUETBOL, GIMNASIA","OPERATIVO, EN USO",,,NO HAY DIAGNÓSTICO,,,,
