REGIÓN,NOMBRE LOCAL,INSTALACIÓN DEPORTIVA,TIPO INSTALACIÓN DEPORTIVA,TIPO DE AP,ESPACIOS DEPORTIVOS,DISCIPLINAS DEPORTIVAS,FUNCIONAMIENTO,PLANIFICADA PARA INTERVENCIÓN,COORDENADAS X,COORDENADAS Y,CRITERIO TÉCNICO,PROBLEMAS ESTRUCTURALES,RIESGO DE COLAPSO,NO CORRESPONDE A MANTENIMIENTO,ESPACIOS DEPORTIVOS INADECUADOS,REQUIIERE REEMPLAZO, EDIFICACIÓN INADECUADA,MOTIVO,ESTADO CONSERVACIÓN BLOQUE ,ESTADO SITUACIONAL ESPACIOS DEPORTIVOS,ESTADO SITUACIONAL ESPACIOS COMPLEMENTARIOS,INSTALACIONES DEPORTIVAS,CONDICION DEL BIEN,ADM,NOMBRE PREDIO,TIPO DEL BIEN,USO GENERICO,USO ESPECIFICO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,DIRECCIÓN,AREA (M2),TIPO DOCUMENTO REGISTRAL,NÚMERO DOCUMENTO REGISTRAL,CONDICION SANEAMIENTO,TIPO  CARGAS,BASE,DIRECCION PREDIO,NOMBRE EDIFICACION,TIPO INFRAESTRUCTURA,AREA M2,PROPIETARIO,ADMINISTRACION,PARTIDA ELECTRONICA,SANEADO,CONVENIO,CLASIFICA PREDIO CONVENIO,ENTIDAD,ESTADO CONVENIO,TIPO PREDIO,DESCRIPCIÓN,ESTADO PREDIO,FVEN ITSE,ESTADO ITSE,PROGRAMA LA ACADEMIA,BASE2,DIRECCION PREDIO2,NOMBRE EDIFICACION2,PRIORIZADA,TIPO,RESPONSABLE,ESPECIALIDAD,NRO APOYO,AREA,ITSE,FECHA LIMITE,PROGRAMA LA ACADEMIA2,ESPECTADORES,DEPORTES,ESTADO INFRAESTRUCTURA,MTTO,OBSERVACIONES,DIAGNÓSTICO,AÑO,PROY.,CODIGO ÚNICO IDEA,SNIP
TUMBES,ESTADIO IPD CORRALES,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,CAMPO DEPORTIVO DE FÚTBOL,FÚTBOL,SI,NO,"-80,490222","-3,60393",NO,SI,SI,SI,SI,SI,,,INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,NO TIENE ESPACIOS LIBRES PARA PISTA ATLÉTICA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO IPD CORRALES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,TUMBES,TUMBES,CORRALES,240102,LOMA DEL VIENTO,"16415,98",PARTIDA ELECTRÓNICA,11009391,SI,NO TIENE,UCR,LOMA DEL VIENTO,ESTADIO IPD CORRALES,ESTADIO,"16415,98",IPD,IPD,11009391,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL  (TIERRA),REGULAR,31/01/2027,ITSE VIGENTE,NO,MNTO,LOMA DEL VIENTO - CORRALES,ESTADIO IPD CORRALES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
TUMBES,ESTADIO MARISCAL CÁCERES,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, ATLETISMO",SI,NO,"-80,44175315","-3,557125006",NO,SI,SI,SI,SI,SI,,,INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,TIENE ESPACIO PARA LA CONSTRUCCIÓN DE PISTA ATLETICA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CÁCERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,TUMBES,TUMBES,TUMBES,240101,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,27/09/2026,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CÁCERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
TUMBES,ESTADIO MARISCAL CÁCERES,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,PISCINA,PISCINA,PISCINA OLÍMPICA,NATACIÓN,NO,SI,"-80,44175315","-3,557125006",NO,SI,SI,SI,SI,SI,,,INADECUADO,PISCINA OLÍMPICA,MAL ESTADO,EL GOBIERNO REGIONAL EJECUTÓ EL COMPLEJO DEPORTIVO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CÁCERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,TUMBES,TUMBES,TUMBES,240101,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,27/09/2026,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CÁCERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
TUMBES,ESTADIO MARISCAL CÁCERES,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR MULTIDEPORTIVO, 2 CAMPOS MENORES DE PALETA FRONTÓN (EXPLANADAS)

SALA DE PRÁCTICA DEPORTIVA DE BOX (SALAS FEDERATIVAS)","FULBITO, VOLEIBOL, BASQUETBOL, PALETA FRONTÓN

BOX",SI,NO,"-80,44175315","-3,557125006",NO,SI,SI,SI,NO,SI,,,INADECUADO,LOSAS DEPORTIVAS,REGULAR ESTADO,EJECUTADO POR EL GOBIERNO REGIONAL,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO MARISCAL CÁCERES,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,TUMBES,TUMBES,TUMBES,240101,PANAMERICANA NORTE KM 1322 AH LOS FICUS,"37052,88",PARTIDA ELECTRÓNICA,11008025,SI,NO TIENE,UCR,PANAMERICANA NORTE KM 1322 AH LOS FICUS,ESTADIO MARISCAL CÁCERES,ESTADIO,"37052,88",IPD,IPD,11008025,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL                                                 ●PISTA ATLETICA,REGULAR,27/09/2026,ITSE VIGENTE,SI,MNTO,AV. PANAMERICANA NORTE KM 1322. AA.HH. LOS FICUS,ESTADIO MARISCAL CÁCERES,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
TUMBES,ESTADIO 24 DE JULIO,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,CAMPO DEPORTIVO DE FÚTBOL,FÚTBOL,SI,NO,"-80,27566212","-3,505608339",NO,SI,SI,SI,SI,SI,SI,"EL CUARTO DE MÁQUINAS DE LA PISCINA OLIMPICA EDUARDO ARRIETA ORJEDA, TAMBIEN SE ENCUENTRA EN MAL ESTADO.",INADECUADO,CAMPO DEPORTIVO,MAL ESTADO,SE NECESITA QUE SE INTERVENGA,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO 24 DE JULIO,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,TUMBES,ZARUMILLA,ZARUMILLA,240301,AV. INDEPENDENCIA ESQ. C/ TUPAC AMARU,"22299,5",PARTIDA ELECTRÓNICA,P15129295,SI,NO TIENE,UCR,AV. INDEPENDENCIA ESQ. C/ TUPAC AMARU,ESTADIO 24 DE JULIO,ESTADIO,"22299,5",IPD,IPD,P15129295,SI,CONVENIO 037-2011,CONVENIO ADM POR IPD,MUNICIPALIDAD PROVINCIAL DE ZARUMILLA,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL CON GRASS NATURAL,REGULAR,21/02/2027,ITSE VIGENTE,NO,MNTO,AV. INDEPENDENCIA ESQ. CON TUPAC AMARU - ZARUMILLA,ESTADIO 24 DE JULIO,NO,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
UCAYALI,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL Y PISTA DE ATLETISMO,ESTADIO,"CAMPO DEPORTIVO DE FÚTBOL (01), PISTA DE ATLETISMO (01)","FÚTBOL, ATLETISMO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,PISTA INADECUADA Y NO CUMPLE CON MEDIDAS OFICIALES PARA COMPETENCIAS,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",PISTA DE ATLETISMO DE 300 METROS.NO CUMPLE MEDIDAS REGLAMENTARIAS,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA(****),EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,UCAYALI,CORONEL PORTILLO,CALLARIA,250101,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
UCAYALI,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"CAMPO MENOR MULTIDEPORTIVO, CAMPO MENOR DE PALETA FRONTON, CAMPO MENOR DE TENIS DE CAMPO (EXPLANADA)","FULBITO, BASQUETBOL, VOLEIBOL, PALETA FRONTÓN, TENIS DE CAMPO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",1 CAMPO MENOR MULTIDEPORTIVO SIN TECHAR,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA(****),EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,UCAYALI,CORONEL PORTILLO,CALLARIA,250101,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
UCAYALI,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,COLISEO,COLISEO,CAMPO MENOR MULTIDEPORTIVO,"VOLEIBOL , BASQUETBOL , FULBITO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.","NO TIENEN ILUMINACIÓN, REQUIEREN DE INTERVENCIÓN.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA(****),EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,UCAYALI,CORONEL PORTILLO,CALLARIA,250101,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
UCAYALI,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,"SALAS DE PRÁCTICA DEPORTIVA DE KARATE, KUNG FU, TAEKWONDO, LEVANTAMIENTO DE PESAS, BOXEO","KARATE, KUNG FU, TAEKWONDO, LEVANTAMIENTO DE PESAS, BOXEO",SI,SI,"-74,53966693","-8,385974267",SI,SI,SI,SI,SI,SI,SI,"CONSTRUCCIÓN ANTIGUA, FALTA DE MANTENIMIENTO.",INADECUADO,FALTA DE MANTENIMIENTO,"FALTA DE MANTENIMIENTO, GRADERIAS DETERIORADAS, SERVICIOS HIGUIENICOS EN MAL ESTADO E INOPERATIVOS.",COMPETENCIAS FEDERATIVAS. CAMPEONATOS NACIONALES,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA(****),EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,UCAYALI,CORONEL PORTILLO,CALLARIA,250101,CALLE FITZCARRAMO S/N,33656,PARTIDA ELECTRÓNICA,2461,SI,NO TIENE,UCR,CALLE FITZCARRAMO S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,ESTADIO,33656,IPD,GORE UCAYALI,2461,SI,CONVENIO N°25-2017-IPD GORE UCAYALI,CONVENIO ADM POR OTRAS INSTITUCIONES,GORE UCAYALI,NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL (SINTETICO)                                   ● LOSA DEPORTIVA                                     ● CANCHA DE FRONTON                                                                                               ● CANCHA DE TENIS DE CAMPO           ● PISTA ATLETICA  ● AMBIENTE PARA KARATE                                ● AMBIENTE PARA KUNG FU                                   ● AMBIENTE PARA TAEKWONDO                                                                                               ● AMBIENTE PARA LEVANTAMIENTO DE PESAS                                                                                                       ● AMBIENTE PARA BOXEO                                      ● LOSA MULTIUSO,REGULAR,,SIN ITSE,NO,MNTO,JR. FITZCARRAL S/N,ESTADIO ALIARDO SORIA PÉREZ DE PUCALLPA,NO,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
ICA,TERRENO PARA COMPLEJO DEPORTIVO LOTE Nº1,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,,NO DEFINIDO,NO DEFINIDO,,NO,,"-75,761402","-14,019018",,,,,,,,,,,,NO ES TERRENO DEL IPD. NO CONSIDERAR COMO UNIDAD PRODUCTORA.,,,,,,,ICA,,,,,,,,,,UCR,"AV. 28 DE JULIO 1ERA CUADRA S/N, PARTE NORTE- ENTRADA PRINCIPAL SUBTANJALLA",TERRENO PARA COMPLEJO DEPORTIVO LOTE Nº1,TERRENO,"562,14",IPD,IPD,11020500,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
PUNO,ESTADIO CESAR R. CARRERA HERCILLA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,CAMPO DEPORTIVO DE FÚTBOL,FÚTBOL,SI,,"-70,20383777","-14,91308543",NO,SI,NO,SI,NO,NO,NO,,INADECUADO,EL CAMPO DE JUEGO SE ENCUENTRA EN ESTADO REGULAR.,LOS ESPACIOS COMPLEMENTARIOS SE ENCUENTRAN EN ESTADO REGULAR.,"EL PREDIO ACTUALMENTE SE ENCUENTRA BAJO LA ADMINISTRACIÓN DE LA MUNICIPALIDAD PROVINCIAL DE AZANGARO, DE ACUERDO A LA INFORMACIÓN SOLICITADA A DIVERSAS UNIDADES DEL IPD AL PARECER NO EXISTE  NINGÚN CONVENIO U OTRO, EN REITERADAS OPORTUNIDADES SE SOLICITÓ A LA MUNICIPALIDAD PROVINCIAL DE AZÁNGARO PUEDAN FORMALIZAR LA ENTREGA SOLICITANDO LA INTENCIÓN DE SUSCRIBIR UN CONVENIO.",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO CESAR RAUL CARRERA HERCILLA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,PUNO,AZANGARO,AZANGARO,151005,JR. VILCAPAZA S/N A. CIRCUNVALACIÓN S/N,"32014,29",PARTIDA ELECTRÓNICA,11009888,SI,NO TIENE,UCR,JR. VILCAPAZA S/N A. CIRCUNVALACIÓN S/N,ESTADIO CESAR R. CARRERA HERCILLA,ESTADIO,"32014,29",ESTADO-IPD,MUNICIPALIDAD DISTRITAL DE AZANGARO,11009888,SI,SIN CONVENIO,SIN CONVENIO ADM POR OTRAS INSTITUCIONES,NO APLICA,NO APLICA,INFRAESTRUCTURA,● CAMPO DE FUTBOL (TIERRA),REGULAR,,SIN ITSE,NO,MNTO,AV. VILCAPAZA A ESPALDAS  DEL C.E.P  73001 Y PEDAGÓGICO.,ESTADIO CESAR R. CARRERA HERCILLA,SI,REGIONES,ALESSANDRA LOPEZ,INGENIERA CIVIL,02UM,,SIN ITSE,,,,,,,,NO HAY DIAGNÓSTICO,,NO HAY PROYECTO,,
SAN MARTÍN,TERRENO IPD RIOJA,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,COMPLEJO DEPORTIVO RECREATIVO,COMPLEJO DEPORTIVO RECREATIVO,CAMPO MENOR MULTIDEPORTIVO,"FULBITO, VOLEIBOL, BASQUETBOL",NO,,"-77,16452813","-6,075772165",,,,,,,,,,,,EJECUCIÓN POR EL GOBIERNO REGIONAL. ADMINISTRADO POR LA MUNICIPALIDAD PROVINCIAL DE RIOJA,,,,,,,SAN MARTIN,RIOJA,RIOJA,220801,,,,,,,UCR,CALLE CONTAMANA,TERRENO IPD RIOJA,TERRENO,50000,IPD,IPD,2003461,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CAJAMARCA,TERRENO CAMPO DEPORTVO MONTEGRANDE,INSTALACIÓN DEPORTIVA Y/O RECREATIVA,OTROS,NO DEFINIDO,NO TIENE,,NO,,"-78,76599","-6,96059",,,,,,,,,,,,"TRANSFERIDO A LA MUNICIPALIDAD
 PROVINCIAL   DE SAN MIGUEL (RESOLUCIÓN Nº 115-2010/PCM).",PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,TERRENO CAMPO DEPORTIVO MONTEGRANDE,PREDIO SIN CERCAR,AREA DEPORTIVA,TERRENO,CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,061111,"CAMINO A SANTA AURELIA, COMITÉ DE PROGRESO Y DESARROLLO INTEGRAL",3900,PARTIDA ELECTRÓNICA,11074883,SI,NO TIENE,UCR,COMITÉ DE PROGRESO Y DESARROLLO INTEGRAL,TERRENO CAMPO DEPORTIVO MONTEGRANDE,TERRENO,3900,IPD,IPD,11074883,SI,SIN CONVENIO,SIN CONVENIO ADM POR IPD,NO APLICA,NO APLICA,TERRENO,NO APLICA,NO APLICA(TERRENO),,NO APLICA,NO ESPECIFICA,MNTO,,,,,,,,,,,,,,,,,,,,,
CUSCO,ESTADIO INCA GARCILAZO DE LA VEGA,INSTALACIÓN DEPORTIVA DE COMPETENCIA,ESTADIO DE FÚTBOL,ESTADIO DE FÚTBOL,"CAMPO DE FÚTBOL, OFICINAS ADMINISTRATIVAS, AMBIENTES O SALAS DEPORTIVAS, ESTACIONAMIENTO",FÚTBOL,SI,,"-71,96643767","-13,52521145",NO,NO,NO,NO,NO,NO,NO,,ADECUADO,"LA INFRAESTRUCTURA DEPORTIVA AUN NO TIENE CONVENIO VIGENTE CON EL GORE CUSCO Y EL IPD, ACTUALMENTE SE VIENEN REALIZANDO TRATAMIENTOS PARA LA AFECTACIÓN EN USO","CUENTA CON TRIBUNAS, SSHH, CERCOS, LUZ , AGUA Y OTROS",PROCESO DE CONVENIO DE CESIÓN DE USO CON EL GOBIERNO REGIONAL DE CUSCO,PROPIO,PREDIOS QUE ADMINISTRA EL IPD A NIVEL NACIONAL,ESTADIO INCA GARCILAZO DE LA VEGA,EDIFICIO COMPLETO / OTRAS EDIFICACIONES COMPLETAS,AREA DEPORTIVA,ESTADIO,CUSCO,CUSCO,WANCHAQ,080108,"AV. MANCO CAPAC, 9 DE OCTUBRE, 24 DE JUNIO Y JIRON RAMON CASTILLA","36180,56",PARTIDA ELECTRÓNICA,11068992,SI,NO TIENE,UCR,URB. WANCHAC,ESTADIO INCA GARCILASO DE LA VEGA,ESTADIO,"36180,56",ESTADO-IPD,GORE CUSCO,11068992,SI,"CONVENIO N° 007-2002 - OBRA / AFECTACIÓN EN USO
/
001-2004 - CESIÓN EN USO
/
002-2004 - TRANSFERENCIA DE PARTIDAS",CONVENIO ADM POR OTRAS INSTITUCIONES,"CONSEJO TRANSITORIO DE ADMINISTRACIÓN REGIONAL CUSCO
2. ELECTRO SUR ESTE S.A.A.
/
GOBIERNO
REGIONAL DE CUSCO 
/
GOBIERNO
REGIONAL DE CUSCO",NO VIGENTE,INFRAESTRUCTURA,● CAMPO DE FUTBOL,REGULAR,,SIN ITSE,NO ESPECIFICA,MNTO,"PSJE. AMÉRICA N° 222, URB. WANCHAC (INTERSECCIÓN CALLE HUAYRURU PARA Y 24 DE JUNIO)",ESTADIO INCA GARCILASO DE LA VEGA,SI,REGIONES,MARTIN LOPEZ,ARQUITECTO,03UM,36180.559999999998,CON ITSE,,,,FÚTBOL (GRASS NATURAL),"OPERATIVO, EN USO",,SOLICITUD EN AFECTACIÓN DE USO POR PARTE DEL CRD CUSCO. OBRA NUEVA FINALIZADA.,SI HAY DIAGNÓSTICO,2025,NO HAY PROYECTO,,
